# %ECSV 1.0
# ---
# datatype:
# - {name: ID, datatype: int64}
# - {name: I17ID, datatype: int64}
# - {name: RAdeg, unit: deg, datatype: float64}
# - {name: DEdeg, unit: deg, datatype: float64}
# - {name: z, datatype: float64}
# - {name: e_z, datatype: float64}
# - {name: Conf, datatype: int64}
# - {name: EW0, unit: Angstrom, datatype: float64}
# - {name: e_EW0, unit: Angstrom, datatype: float64}
# - {name: MUV, unit: mag, datatype: float64}
# - {name: e_MUV, unit: mag, datatype: float64}
# - {name: logLLya, unit: dex(erg / s), datatype: float64}
# - {name: e_logLLya, unit: dex(erg / s), datatype: float64}
# - {name: Peaksep, unit: km / s, datatype: float64}
# - {name: e_Peaksep, unit: km / s, datatype: float64}
# - {name: FWHM, unit: km / s, datatype: float64}
# - {name: e_FWHM, unit: km / s, datatype: float64}
# - {name: Asym, datatype: float64}
# - {name: e_Asym, datatype: float64}
# - {name: Re, unit: kpc, datatype: float64}
# - {name: e_Re, unit: kpc, datatype: float64}
# - {name: axisratio, datatype: float64}
# - {name: e_axisratio, datatype: float64}
# - {name: f_esc_Lya, datatype: float64}
# - {name: e_f_esc_Lya, datatype: float64}
# - {name: logLLya_int, unit: dex(erg / s), datatype: float64}
# - {name: e_logLLya_int, unit: dex(erg / s), datatype: float64}
# - {name: logN_ion, unit: dex(1 / s), datatype: float64}
# - {name: e_logN_ion, unit: dex(1 / s), datatype: float64}
# - {name: logL1200, unit: dex(erg / (Angstrom s)), datatype: float64}
# - {name: e_logL1200, unit: dex(erg / (Angstrom s)), datatype: float64}
# meta: !!omap
# - __serialized_columns__:
#     DEdeg:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id001 !astropy.units.Unit {unit: deg}
#       value: !astropy.table.SerializedColumn {name: DEdeg}
#     EW0:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id002 !astropy.units.Unit {unit: Angstrom}
#       value: !astropy.table.SerializedColumn {name: EW0}
#     FWHM:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: FWHM}
#     MUV:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id003 !astropy.units.Unit {unit: mag}
#       value: !astropy.table.SerializedColumn {name: MUV}
#     Peaksep:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: Peaksep}
#     RAdeg:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id001
#       value: !astropy.table.SerializedColumn {name: RAdeg}
#     Re:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id004 !astropy.units.Unit {unit: kpc}
#       value: !astropy.table.SerializedColumn {name: Re}
#     e_EW0:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id002
#       value: !astropy.table.SerializedColumn {name: e_EW0}
#     e_FWHM:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: e_FWHM}
#     e_MUV:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id003
#       value: !astropy.table.SerializedColumn {name: e_MUV}
#     e_Peaksep:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: e_Peaksep}
#     e_Re:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id004
#       value: !astropy.table.SerializedColumn {name: e_Re}
#     e_logL1200:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / (Angstrom s))}
#       value: !astropy.table.SerializedColumn {name: e_logL1200}
#     e_logLLya:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / s)}
#       value: !astropy.table.SerializedColumn {name: e_logLLya}
#     e_logLLya_int:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / s)}
#       value: !astropy.table.SerializedColumn {name: e_logLLya_int}
#     e_logN_ion:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(1 / s)}
#       value: !astropy.table.SerializedColumn {name: e_logN_ion}
#     logL1200:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / (Angstrom s))}
#       value: !astropy.table.SerializedColumn {name: logL1200}
#     logLLya:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / s)}
#       value: !astropy.table.SerializedColumn {name: logLLya}
#     logLLya_int:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / s)}
#       value: !astropy.table.SerializedColumn {name: logLLya_int}
#     logN_ion:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(1 / s)}
#       value: !astropy.table.SerializedColumn {name: logN_ion}
# schema: astropy-2.0
ID I17ID RAdeg DEdeg z e_z Conf EW0 e_EW0 MUV e_MUV logLLya e_logLLya Peaksep e_Peaksep FWHM e_FWHM Asym e_Asym Re e_Re axisratio e_axisratio f_esc_Lya e_f_esc_Lya logLLya_int e_logLLya_int logN_ion e_logN_ion logL1200 e_logL1200
22701029 579 53.15613 -27.77388 5.2615 0.0023 2 239.12 0.0 -16.593 0.0 41.96 0.57 0.0 0.0 99.9 28.24 0.1 10.0 1.0 0.0 1.0 0.0 1.0 0.0 41.96 0.248 52.884 0.108 39.581 0.248
22721032 6294 53.16609 -27.78566 5.4681 0.0046 3 120.75 12.63 -20.085 0.066 43.06 0.2 0.0 0.0 224.76 17.79 0.05 0.14 2.54 0.37 0.88 0.12 0.58 0.061 43.297 0.098 54.221 0.043 40.978 0.098
22741034 0 53.16438 -27.77846 5.3546 0.0046 2 64.63 0.0 -16.992 0.0 41.55 1.15 0.0 0.0 186.0 78.58 0.24 0.1 1.0 0.0 1.0 0.0 0.31 0.0 42.059 0.499 52.983 0.217 39.74 0.499
22751035 0 53.17017 -27.77694 5.3831 0.0057 2 13.43 4.55 -19.258 0.069 41.77 0.77 0.0 0.0 160.69 60.26 0.12 0.11 1.0 0.0 1.0 0.0 0.064 0.022 42.964 0.366 53.888 0.159 40.642 0.365
22771037 6317 53.16766 -27.77745 5.4008 0.0067 2 248.81 0.0 -16.776 0.0 42.05 0.41 0.0 0.0 203.52 47.42 0.1 0.08 1.0 0.0 1.0 0.0 1.0 0.0 42.05 0.178 52.974 0.077 39.654 0.178
22781039 0 53.16637 -27.77031 5.4239 0.0026 1 75.43 0.0 -16.983 0.0 41.61 1.24 0.0 0.0 70.99 82.42 -0.22 0.11 1.7 1.16 1.0 0.0 0.362 0.0 42.051 0.539 52.975 0.235 39.732 0.539
22831048 0 53.1657 -27.78485 5.4673 0.0011 3 338.66 48.41 -19.064 0.13 43.1 0.18 508.63 44.08 222.49 12.99 0.26 0.02 7.68 0.55 0.72 0.05 1.0 0.0 43.1 0.078 54.024 0.034 40.57 0.1
22841049 442 53.16498 -27.78484 5.4702 0.0031 3 2788.6 0.0 -16.643 0.0 43.05 0.2 0.0 0.0 131.43 27.01 0.19 0.06 1.0 0.0 1.0 0.0 1.0 0.0 43.05 0.087 53.974 0.038 39.605 0.087
22851050 7337 53.16901 -27.78761 5.4703 0.0023 1 18.27 12.47 -18.677 0.149 41.67 1.54 0.0 0.0 86.01 79.51 0.05 0.48 1.0 0.0 1.0 0.0 0.088 0.06 42.726 0.73 53.65 0.317 40.408 0.732
22871052 0 53.16507 -27.77438 5.5167 0.0296 1 84.87 0.0 -16.961 0.0 41.66 1.24 0.0 0.0 84.14 59.86 0.1 10.0 1.0 0.0 1.0 0.0 0.407 0.0 42.05 0.539 52.974 0.235 39.731 0.539
22881053 603 53.15333 -27.7711 5.5225 0.0034 2 207.74 0.0 -16.799 0.0 41.98 0.54 0.0 0.0 150.49 29.16 0.23 0.04 1.0 0.0 1.0 0.0 1.0 0.0 41.98 0.235 52.904 0.102 39.662 0.235
22891054 6331 53.15845 -27.77811 5.5274 0.0051 2 154.22 0.0 -16.686 0.0 41.8 0.66 0.0 0.0 160.09 62.94 0.19 0.12 1.0 0.0 1.0 0.0 0.74 0.0 41.931 0.287 52.855 0.125 39.612 0.287
22901055 0 53.16769 -27.7805 5.5636 0.0051 2 77.92 0.0 -16.55 0.0 41.45 1.9 0.0 0.0 161.88 64.52 0.16 0.1 1.0 0.0 1.0 0.0 0.374 0.0 41.877 0.826 52.801 0.359 39.558 0.826
22911056 0 53.15901 -27.77057 5.5898 0.0183 1 7.22 0.0 -19.209 0.0 41.48 2.13 0.0 0.0 275.16 298.68 0.1 10.0 1.0 0.0 1.0 0.0 0.035 0.0 42.936 0.925 53.86 0.402 40.621 0.926
22951060 6337 53.15456 -27.77703 5.7618 0.0042 2 65.35 0.0 -16.713 0.0 41.44 1.44 0.0 0.0 129.56 62.68 0.19 0.11 1.0 0.0 1.0 0.0 0.314 0.0 41.943 0.625 52.867 0.272 39.625 0.625
22971062 619 53.16483 -27.77929 5.7854 0.0031 3 211.93 0.0 -17.162 0.0 42.13 0.36 0.0 0.0 133.62 20.16 0.25 0.03 1.0 0.0 1.0 0.0 1.0 0.0 42.13 0.156 53.054 0.068 39.804 0.156
23001067 6931 53.16341 -27.77448 5.8222 0.0052 2 187.01 0.0 -16.52 0.0 41.82 1.4 0.0 0.0 115.29 40.85 0.1 0.1 1.0 0.0 1.0 0.0 0.898 0.0 41.867 0.608 52.791 0.264 39.548 0.608
23031070 6309 53.17004 -27.77505 5.8902 0.0041 3 80.56 23.56 -18.389 0.229 42.2 0.46 0.0 0.0 170.67 21.47 0.16 0.04 1.0 0.0 1.0 0.0 0.387 0.113 42.612 0.237 53.536 0.103 40.294 0.237
23041071 0 53.16679 -27.78582 5.9001 0.0022 1 11.15 7.1 -18.554 0.287 41.41 1.33 0.0 0.0 40.55 93.89 0.26 0.13 1.0 0.0 1.0 0.0 0.054 0.034 42.678 0.638 53.602 0.278 40.363 0.64
23051072 6326 53.16227 -27.77739 5.9155 0.0044 2 396.05 0.0 -16.434 0.0 42.11 0.57 0.0 0.0 183.44 28.91 0.2 0.05 1.0 0.0 1.0 0.0 1.0 0.0 42.11 0.248 53.034 0.108 39.512 0.248
23061073 304 53.15192 -27.77816 5.9339 0.0084 2 17.38 3.17 -20.642 0.082 42.44 0.38 0.0 0.0 321.76 95.57 -0.05 0.74 2.75 0.41 0.69 0.14 0.083 0.015 43.521 0.183 54.445 0.079 41.2 0.183
23071074 587 53.15438 -27.77326 5.9713 0.0064 3 218.48 0.0 -16.952 0.0 42.06 0.53 0.0 0.0 290.51 38.5 0.25 0.22 1.0 0.0 1.0 0.0 1.0 0.0 42.06 0.23 52.984 0.1 39.721 0.23
23081075 547 53.1606 -27.77151 5.9738 0.0049 3 154.01 40.32 -18.391 0.259 42.49 0.24 0.0 0.0 219.75 14.2 0.24 0.03 1.0 0.0 1.0 0.0 0.739 0.194 42.621 0.155 53.545 0.067 40.302 0.155
23091076 837 53.15702 -27.77267 5.974 0.0044 2 58.69 18.83 -18.595 0.227 42.15 0.56 0.0 0.0 177.42 35.65 0.2 0.06 1.0 0.0 1.0 0.0 0.282 0.09 42.7 0.28 53.624 0.122 40.381 0.281
23121079 0 53.16462 -27.78044 6.0948 0.0312 1 31.78 18.95 -18.607 0.271 41.89 1.24 0.0 0.0 123.98 89.08 0.1 10.0 1.0 0.0 1.0 0.0 0.153 0.091 42.705 0.598 53.629 0.26 40.388 0.597
23131080 0 53.16092 -27.77126 6.099 0.0297 1 106.98 0.0 -16.786 0.0 41.69 2.29 0.0 0.0 113.93 109.51 0.1 10.0 1.0 0.0 1.0 0.0 0.514 0.0 41.979 0.995 52.903 0.433 39.661 0.994
23141081 0 53.1602 -27.7722 6.0966 0.0048 2 431.22 0.0 -16.828 0.0 42.31 0.59 0.0 0.0 196.25 59.88 0.09 0.37 1.0 0.0 1.0 0.0 1.0 0.0 42.31 0.256 53.234 0.111 39.675 0.256
23161083 560 53.15949 -27.77144 6.109 0.0014 2 12.78 3.82 -20.436 0.044 42.22 0.68 171.58 89.46 229.59 380.45 0.13 0.46 2.63 0.46 0.29 0.12 0.061 0.018 43.435 0.322 54.359 0.14 41.113 0.323
23171084 802 53.16851 -27.77558 6.1084 0.0021 2 180.66 0.0 -16.781 0.0 41.91 1.21 0.0 0.0 66.9 36.43 0.31 0.04 1.0 0.0 1.0 0.0 0.867 0.0 41.972 0.525 52.896 0.228 39.653 0.525
23201088 6312 53.16611 -27.77199 6.3043 0.0063 2 165.29 44.51 -18.649 0.208 42.62 0.43 0.0 0.0 273.16 19.21 0.29 0.03 1.0 0.0 1.0 0.0 0.793 0.214 42.721 0.22 53.645 0.096 40.402 0.22
23221090 0 53.159 -27.77151 6.3069 0.013 1 2.54 12.99 -18.512 0.275 40.75 11.78 0.0 0.0 66.61 74.99 0.33 0.05 1.0 0.0 1.0 0.0 0.012 0.062 42.671 5.584 53.595 2.428 40.345 5.579
23231091 394 53.15545 -27.78626 6.312 0.0026 1 103.64 33.49 -18.202 0.265 42.24 0.48 0.0 0.0 82.46 63.05 0.45 0.32 0.96 0.4 1.0 0.0 0.497 0.161 42.544 0.251 53.468 0.109 40.224 0.251
23241092 0 53.15598 -27.7808 6.3092 0.0068 2 9.51 2.91 -19.737 0.089 41.82 0.68 0.0 0.0 266.89 102.11 -0.07 0.44 1.0 0.0 1.0 0.0 0.046 0.014 43.157 0.324 54.081 0.141 40.842 0.324
23261096 6332 53.15806 -27.77851 6.333 0.0115 1 21.38 11.36 -18.749 0.211 41.77 1.14 0.0 0.0 139.94 62.27 0.1 0.13 3.0 0.0 0.5 0.0 0.103 0.055 42.757 0.547 53.681 0.238 40.44 0.546
23301100 852 53.16899 -27.77875 6.6271 0.0127 2 234.5 0.0 -17.097 0.0 42.15 0.66 0.0 0.0 420.93 78.47 0.21 0.24 1.0 0.0 1.0 0.0 1.0 0.0 42.15 0.287 53.074 0.125 39.78 0.287
23311101 0 53.15796 -27.78623 6.6312 0.0129 2 37.57 11.93 -19.027 0.189 42.13 0.61 0.0 0.0 239.82 50.08 0.05 0.3 1.0 0.0 1.0 0.0 0.18 0.057 42.875 0.298 53.799 0.129 40.555 0.299
101010025 0 53.06572 -27.81403 3.7005 0.0014 2 17.6 4.66 -20.158 0.052 42.25 0.6 0.0 0.0 238.93 123.58 0.21 0.16 5.38 0.0 0.24 0.0 0.084 0.022 43.326 0.284 54.25 0.123 41.004 0.285
101011026 0 53.06118 -27.80474 3.7923 0.0012 2 246.2 150.46 -18.079 0.639 42.57 0.35 0.0 0.0 181.75 95.19 0.14 0.15 1.04 0.0 1.0 0.0 1.0 0.0 42.57 0.152 53.494 0.066 40.179 0.306
101012027 0 53.05401 -27.80374 3.824 0.0012 2 191.47 36.92 -18.496 0.145 42.62 0.32 0.0 0.0 235.91 93.59 0.23 0.15 1.31 0.0 0.5 0.0 0.919 0.177 42.657 0.162 53.581 0.07 40.338 0.162
101015031 0 53.05652 -27.81328 4.2721 0.0013 3 151.45 46.49 -18.437 0.294 42.5 0.33 0.0 0.0 254.11 48.33 0.16 0.07 5.85 0.0 0.18 0.0 0.727 0.223 42.638 0.196 53.562 0.085 40.32 0.195
101016032 0 53.05409 -27.81139 4.2898 0.0059 3 38.47 5.93 -21.099 0.115 42.97 0.26 667.49 625.98 392.17 49.83 0.32 0.04 4.06 0.0 0.71 0.0 0.185 0.028 43.703 0.131 54.627 0.057 41.385 0.131
101023043 0 53.06763 -27.81225 4.4275 0.002 3 41.24 6.6 -20.239 0.054 42.65 0.35 0.0 0.0 312.63 143.29 0.23 0.14 1.87 0.0 0.58 0.0 0.198 0.032 43.353 0.168 54.277 0.073 41.035 0.167
101024044 0 53.06736 -27.81233 4.5406 0.0014 3 114.31 14.85 -19.541 0.097 42.82 0.22 0.0 0.0 261.86 31.38 0.1 0.03 2.11 0.0 0.72 0.0 0.549 0.071 43.08 0.111 54.004 0.048 40.762 0.111
101025045 0 53.06853 -27.80693 4.5456 0.0016 2 83.91 41.67 -18.474 0.478 42.26 0.52 0.0 0.0 198.7 88.63 0.1 0.14 1.0 0.0 1.0 0.0 0.403 0.2 42.655 0.312 53.579 0.135 40.336 0.312
101026046 0 53.05092 -27.80345 4.744 0.0021 2 100.08 34.34 -18.427 0.303 42.31 0.45 444.79 193.76 102.63 47.92 0.22 0.1 2.82 0.0 0.43 0.0 0.48 0.165 42.629 0.246 53.553 0.107 40.31 0.245
101027047 0 53.06363 -27.80464 4.8114 0.0018 2 64.19 15.05 -18.968 0.072 42.34 0.52 0.0 0.0 283.22 145.56 0.18 0.22 1.15 0.0 0.59 0.0 0.308 0.072 42.851 0.248 53.775 0.108 40.533 0.248
102012085 0 53.07477 -27.825 3.1626 0.0016 3 36.46 3.44 -20.76 0.023 42.81 0.21 663.84 197.6 239.61 45.23 0.19 0.04 6.71 0.0 0.3 0.0 0.175 0.017 43.567 0.1 54.491 0.043 41.248 0.1
102013086 0 53.06645 -27.82784 3.2534 0.001 3 254.97 133.6 -18.05 0.545 42.57 0.32 0.0 0.0 180.49 58.05 0.16 0.08 1.15 0.0 0.42 0.0 1.0 0.0 42.57 0.139 53.494 0.06 40.164 0.266
102014087 0 53.07996 -27.82702 3.2526 0.0014 1 286.61 105.71 -17.569 0.359 42.43 0.37 0.0 0.0 214.14 111.01 0.21 0.09 1.67 0.0 0.2 0.0 1.0 0.0 42.43 0.161 53.354 0.07 39.973 0.227
102019097 0 53.0767 -27.82641 3.3689 0.0016 3 69.7 16.07 -20.032 0.219 42.8 0.25 463.23 197.39 258.31 60.54 0.23 0.08 2.35 0.0 0.82 0.0 0.335 0.077 43.275 0.148 54.199 0.064 40.957 0.148
102046172 0 53.07113 -27.81833 4.812 0.0017 2 86.13 38.35 -18.079 0.232 42.11 0.9 0.0 0.0 220.24 126.78 0.22 0.21 1.0 0.0 1.0 0.0 0.413 0.184 42.494 0.436 53.418 0.189 40.175 0.436
102049176 0 53.07446 -27.8202 5.0995 0.0016 2 206.08 61.83 -18.211 0.26 42.54 0.41 0.0 0.0 232.4 71.96 0.14 0.09 1.72 0.0 0.3 0.0 1.0 0.0 42.54 0.178 53.464 0.077 40.226 0.221
103001001 0 53.07986 -27.83889 2.973 0.0012 2 34.74 7.44 -19.476 0.06 42.27 0.48 0.0 0.0 275.83 239.12 -0.17 0.31 2.36 0.0 0.53 0.0 0.167 0.036 43.047 0.229 53.971 0.099 40.729 0.228
103002002 0 53.06725 -27.83451 3.0423 0.0011 2 116.64 26.36 -18.097 0.161 42.25 0.39 0.0 0.0 277.26 58.19 0.12 0.05 1.34 0.0 1.0 0.0 0.56 0.127 42.502 0.196 53.426 0.085 40.183 0.196
103005045 0 53.07034 -27.84361 3.0785 0.001 3 125.36 31.7 -17.86 0.161 42.18 0.47 0.0 0.0 222.63 47.24 0.13 0.05 1.66 0.0 0.47 0.0 0.602 0.152 42.4 0.232 53.324 0.101 40.082 0.232
103006046 0 53.06935 -27.83412 3.0812 0.0012 3 126.34 18.07 -18.801 0.08 42.56 0.28 550.09 143.85 234.17 49.38 0.15 0.05 2.59 0.0 0.35 0.0 0.606 0.087 42.778 0.136 53.702 0.059 40.458 0.137
103008055 0 53.07601 -27.82907 3.3603 0.0012 2 50.75 9.34 -19.433 0.064 42.42 0.4 0.0 0.0 244.32 67.24 0.08 0.06 4.15 0.0 0.25 0.0 0.244 0.045 43.033 0.191 53.957 0.083 40.715 0.191
103009056 0 53.07469 -27.8385 3.368 0.0021 2 143.35 38.42 -17.972 0.221 42.29 0.4 385.19 261.77 236.12 79.84 0.2 0.1 0.52 0.0 0.19 0.0 0.688 0.184 42.452 0.209 53.376 0.091 40.134 0.209
103010057 0 53.07091 -27.84628 3.4272 0.0011 2 546.14 0.0 -16.346 0.0 42.22 0.47 0.0 0.0 221.36 52.11 0.09 0.04 1.0 0.0 1.0 0.0 1.0 0.0 42.22 0.204 53.144 0.089 39.483 0.204
103011058 0 53.07666 -27.8334 3.5655 0.0013 2 110.63 53.62 -17.854 0.473 42.13 0.48 681.68 124.49 23.27 307.1 -0.1 0.15 2.25 0.0 0.22 0.0 0.531 0.257 42.405 0.296 53.329 0.129 40.086 0.296
103018081 0 53.07974 -27.83235 3.9159 0.0022 3 692.72 709.52 -16.616 1.084 42.43 0.46 0.0 0.0 307.73 186.21 0.25 0.19 1.0 0.0 1.0 0.0 1.0 0.0 42.43 0.2 53.354 0.087 39.589 0.488
103019082 0 53.07995 -27.83362 4.0223 0.0013 3 45.46 9.53 -19.414 0.078 42.37 0.45 0.0 0.0 229.72 52.26 0.16 0.07 5.14 0.0 0.55 0.0 0.218 0.046 43.032 0.215 53.956 0.093 40.712 0.216
103026097 0 53.07822 -27.8426 4.2789 0.0009 2 671.41 0.0 -16.607 0.0 42.41 0.36 560.97 25.38 154.54 90.45 0.16 0.16 1.0 0.0 1.0 0.0 1.0 0.0 42.41 0.156 53.334 0.068 39.583 0.156
103031105 0 53.07099 -27.83167 4.5043 0.0012 3 204.58 81.26 -18.027 0.402 42.46 0.32 0.0 0.0 145.17 41.81 0.11 0.07 2.61 0.0 0.4 0.0 1.0 0.0 42.46 0.139 53.384 0.06 40.149 0.221
103032106 0 53.07219 -27.83189 4.5037 0.0013 3 147.0 54.51 -18.147 0.344 42.37 0.44 0.0 0.0 179.49 65.32 0.05 0.12 1.5 0.0 0.5 0.0 0.706 0.262 42.521 0.25 53.445 0.109 40.203 0.25
103033107 0 53.0764 -27.8388 4.5068 0.0017 2 164.09 82.99 -17.539 0.479 42.17 0.56 0.0 0.0 189.86 94.09 0.26 0.1 4.08 0.0 0.2 0.0 0.788 0.398 42.273 0.328 53.197 0.142 39.955 0.327
103034108 0 53.07645 -27.83611 4.772 0.0017 1 47.84 43.92 -17.595 0.388 41.66 1.95 0.0 0.0 99.27 100.84 0.23 0.14 5.35 0.0 0.2 0.0 0.23 0.211 42.298 0.936 53.222 0.407 39.98 0.936
103044120 0 53.06945 -27.83923 5.3897 0.0019 1 70.51 37.89 -18.953 0.497 42.37 0.64 0.0 0.0 74.53 117.78 -0.31 0.29 1.55 0.0 0.62 0.0 0.338 0.182 42.841 0.364 53.765 0.158 40.522 0.363
103050126 0 53.06909 -27.83422 5.7772 0.0017 2 398.35 0.0 -16.941 0.0 42.32 0.86 0.0 0.0 136.62 97.53 0.01 0.22 1.0 0.0 1.0 0.0 1.0 0.0 42.32 0.373 53.244 0.162 39.72 0.373
104004029 0 53.08071 -27.84512 3.2155 0.0011 3 138.17 31.25 -17.989 0.18 42.28 0.35 0.0 0.0 254.28 71.39 0.06 0.08 2.01 0.0 0.6 0.0 0.663 0.15 42.458 0.181 53.382 0.079 40.14 0.181
104007038 0 53.07854 -27.85035 3.4247 0.0007 3 138.74 18.94 -18.989 0.108 42.68 0.21 432.34 38.4 173.42 49.86 0.18 0.06 1.24 0.0 0.63 0.0 0.666 0.091 42.857 0.109 53.781 0.047 40.538 0.109
104009041 0 53.07784 -27.84641 3.4865 0.001 2 164.72 62.76 -17.693 0.345 42.24 0.48 0.0 0.0 157.96 57.34 0.16 0.07 0.67 0.0 0.5 0.0 0.791 0.301 42.342 0.266 53.266 0.116 40.023 0.266
104012048 0 53.07593 -27.85257 3.5504 0.0011 2 16.72 15.98 -18.175 0.231 41.44 2.14 0.0 0.0 148.82 0.0 0.02 0.13 3.86 0.0 0.37 0.0 0.08 0.077 42.537 1.019 53.461 0.443 40.217 1.017
104015052 0 53.07621 -27.85842 3.6548 0.0011 3 80.04 10.59 -19.497 0.086 42.64 0.24 0.0 0.0 199.76 52.93 0.24 0.06 2.36 0.0 0.25 0.0 0.384 0.051 43.056 0.119 53.98 0.052 40.737 0.119
104019059 0 53.08675 -27.84781 4.0234 0.0009 2 54.0 9.29 -19.514 0.068 42.48 0.37 718.87 29.52 306.87 90.47 0.16 0.09 1.95 0.0 0.29 0.0 0.259 0.045 43.067 0.177 53.991 0.077 40.748 0.177
104024069 0 53.0844 -27.84311 4.2859 0.0013 1 65.96 22.92 -18.403 0.259 42.12 0.58 0.0 0.0 201.05 47.41 0.16 0.06 3.47 0.0 0.98 0.0 0.317 0.11 42.619 0.294 53.543 0.128 40.301 0.294
104032086 0 53.08571 -27.85349 4.7371 0.0016 2 79.91 21.25 -19.303 0.232 42.57 0.36 0.0 0.0 307.65 52.96 0.16 0.05 2.38 0.0 0.63 0.0 0.384 0.102 42.986 0.194 53.91 0.084 40.667 0.195
105005027 0 53.08995 -27.87263 3.2009 0.0011 3 83.39 8.59 -20.202 0.065 42.94 0.19 0.0 0.0 372.6 42.66 0.22 0.04 1.25 0.0 0.49 0.0 0.4 0.041 43.338 0.094 54.262 0.041 41.019 0.094
105007031 0 53.08468 -27.87467 3.5511 0.0015 2 78.53 17.7 -18.666 0.142 42.3 0.42 635.24 164.86 163.55 77.5 -0.03 0.12 1.78 0.0 0.55 0.0 0.377 0.085 42.724 0.207 53.648 0.09 40.405 0.207
105009034 0 53.08893 -27.86062 3.8305 0.0012 2 26.8 5.0 -20.253 0.044 42.47 0.42 0.0 0.0 232.16 55.51 -0.17 0.08 2.2 0.0 0.28 0.0 0.129 0.024 43.359 0.2 54.283 0.087 41.042 0.199
106003018 0 53.07478 -27.80484 2.9747 0.001 3 68.41 7.33 -19.713 0.054 42.66 0.22 0.0 0.0 273.54 42.48 0.19 0.03 0.73 0.0 0.3 0.0 0.328 0.035 43.144 0.106 54.068 0.046 40.825 0.106
106004019 0 53.0713 -27.80642 3.2214 0.0012 3 86.96 17.01 -18.866 0.116 42.43 0.38 0.0 0.0 334.41 59.77 0.23 0.05 3.75 0.0 0.39 0.0 0.417 0.082 42.81 0.186 53.734 0.081 40.491 0.185
106007033 0 53.08772 -27.8057 3.3908 0.0011 3 113.23 7.92 -20.192 0.046 43.07 0.13 0.0 0.0 330.68 19.16 0.17 0.02 1.01 0.0 0.5 0.0 0.544 0.038 43.334 0.064 54.258 0.028 41.016 0.064
106008034 0 53.07763 -27.79663 3.4113 0.0012 2 107.12 21.08 -18.535 0.124 42.39 0.37 0.0 0.0 177.73 93.25 -0.21 0.11 0.94 0.0 0.51 0.0 0.514 0.101 42.679 0.182 53.603 0.079 40.36 0.182
106009035 0 53.07875 -27.79501 3.4168 0.005 2 87.81 25.43 -18.277 0.184 42.2 0.54 208.89 636.03 100.02 83.24 0.29 0.08 0.94 0.0 0.5 0.0 0.421 0.122 42.576 0.266 53.5 0.116 40.256 0.266
106012043 0 53.07203 -27.79697 3.5718 0.0013 2 106.39 37.32 -17.774 0.276 42.08 0.55 0.0 0.0 174.1 117.12 0.26 0.17 3.77 0.0 0.44 0.0 0.511 0.179 42.372 0.283 53.296 0.123 40.053 0.283
106014046 0 53.07173 -27.79843 3.652 0.0008 3 64.11 3.77 -21.075 0.019 43.18 0.13 626.4 24.28 274.44 22.32 0.18 0.03 1.9 0.0 0.61 0.0 0.308 0.018 43.691 0.062 54.615 0.027 41.373 0.062
106015047 0 53.08612 -27.80187 3.6534 0.0011 3 22.81 6.62 -19.405 0.072 42.06 0.65 0.0 0.0 193.11 52.72 0.22 0.06 0.5 0.0 0.44 0.0 0.109 0.032 43.023 0.31 53.947 0.135 40.702 0.309
106019055 0 53.07318 -27.80196 3.9567 0.0012 3 129.99 34.81 -18.594 0.239 42.49 0.35 0.0 0.0 182.37 36.47 0.22 0.03 0.81 0.0 1.0 0.0 0.624 0.167 42.695 0.191 53.619 0.083 40.376 0.192
106021059 0 53.08808 -27.80403 4.0879 0.0018 3 138.49 17.98 -19.222 0.099 42.77 0.21 311.31 187.05 221.68 18.34 0.19 0.02 2.51 0.0 0.45 0.0 0.665 0.086 42.947 0.107 53.871 0.046 40.629 0.107
