# %ECSV 1.0
# ---
# datatype:
# - {name: ID, datatype: int64}
# - {name: I17ID, datatype: int64}
# - {name: RAdeg, unit: deg, datatype: float64}
# - {name: DEdeg, unit: deg, datatype: float64}
# - {name: z, datatype: float64}
# - {name: e_z, datatype: float64}
# - {name: Conf, datatype: int64}
# - {name: EW0, unit: Angstrom, datatype: float64}
# - {name: e_EW0, unit: Angstrom, datatype: float64}
# - {name: MUV, unit: mag, datatype: float64}
# - {name: e_MUV, unit: mag, datatype: float64}
# - {name: logLLya, unit: dex(erg / s), datatype: float64}
# - {name: e_logLLya, unit: dex(erg / s), datatype: float64}
# - {name: Peaksep, unit: km / s, datatype: float64}
# - {name: e_Peaksep, unit: km / s, datatype: float64}
# - {name: FWHM, unit: km / s, datatype: float64}
# - {name: e_FWHM, unit: km / s, datatype: float64}
# - {name: Asym, datatype: float64}
# - {name: e_Asym, datatype: float64}
# - {name: Re, unit: kpc, datatype: float64}
# - {name: e_Re, unit: kpc, datatype: float64}
# - {name: axisratio, datatype: float64}
# - {name: e_axisratio, datatype: float64}
# - {name: f_esc_Lya, datatype: float64}
# - {name: e_f_esc_Lya, datatype: float64}
# - {name: logLLya_int, unit: dex(erg / s), datatype: float64}
# - {name: e_logLLya_int, unit: dex(erg / s), datatype: float64}
# - {name: logN_ion, unit: dex(1 / s), datatype: float64}
# - {name: e_logN_ion, unit: dex(1 / s), datatype: float64}
# - {name: logL1200, unit: dex(erg / (Angstrom s)), datatype: float64}
# - {name: e_logL1200, unit: dex(erg / (Angstrom s)), datatype: float64}
# meta: !!omap
# - __serialized_columns__:
#     DEdeg:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id001 !astropy.units.Unit {unit: deg}
#       value: !astropy.table.SerializedColumn {name: DEdeg}
#     EW0:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id002 !astropy.units.Unit {unit: Angstrom}
#       value: !astropy.table.SerializedColumn {name: EW0}
#     FWHM:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: FWHM}
#     MUV:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id003 !astropy.units.Unit {unit: mag}
#       value: !astropy.table.SerializedColumn {name: MUV}
#     Peaksep:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: Peaksep}
#     RAdeg:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id001
#       value: !astropy.table.SerializedColumn {name: RAdeg}
#     Re:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id004 !astropy.units.Unit {unit: kpc}
#       value: !astropy.table.SerializedColumn {name: Re}
#     e_EW0:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id002
#       value: !astropy.table.SerializedColumn {name: e_EW0}
#     e_FWHM:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: e_FWHM}
#     e_MUV:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id003
#       value: !astropy.table.SerializedColumn {name: e_MUV}
#     e_Peaksep:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: e_Peaksep}
#     e_Re:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id004
#       value: !astropy.table.SerializedColumn {name: e_Re}
#     e_logL1200:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / (Angstrom s))}
#       value: !astropy.table.SerializedColumn {name: e_logL1200}
#     e_logLLya:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / s)}
#       value: !astropy.table.SerializedColumn {name: e_logLLya}
#     e_logLLya_int:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / s)}
#       value: !astropy.table.SerializedColumn {name: e_logLLya_int}
#     e_logN_ion:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(1 / s)}
#       value: !astropy.table.SerializedColumn {name: e_logN_ion}
#     logL1200:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / (Angstrom s))}
#       value: !astropy.table.SerializedColumn {name: logL1200}
#     logLLya:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / s)}
#       value: !astropy.table.SerializedColumn {name: logLLya}
#     logLLya_int:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(erg / s)}
#       value: !astropy.table.SerializedColumn {name: logLLya_int}
#     logN_ion:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(1 / s)}
#       value: !astropy.table.SerializedColumn {name: logN_ion}
# schema: astropy-2.0
ID I17ID RAdeg DEdeg z e_z Conf EW0 e_EW0 MUV e_MUV logLLya e_logLLya Peaksep e_Peaksep FWHM e_FWHM Asym e_Asym Re e_Re axisratio e_axisratio f_esc_Lya e_f_esc_Lya logLLya_int e_logLLya_int logN_ion e_logN_ion logL1200 e_logL1200
871273 3269 53.17544 -27.77013 3.03 0.0033 2 88.3 35.72 -16.72 0.313 41.58 0.65 0.0 0.0 173.96 82.93 0.18 0.14 1.23 0.5 1.0 0.0 0.424 0.171 41.953 0.332 52.877 0.144 39.634 0.333
891276 0 53.17393 -27.81031 3.0351 0.0028 1 74.29 0.0 -16.266 0.0 41.32 1.06 0.0 0.0 51.85 237.62 -0.16 0.13 1.0 0.0 1.0 0.0 0.357 0.0 41.767 0.461 52.691 0.2 39.449 0.46
901277 2838 53.14081 -27.78041 3.0383 0.0008 1 81.91 31.92 -17.326 0.376 41.79 0.4 538.39 55.65 319.68 105.87 0.14 0.1 1.55 0.44 0.73 0.29 0.393 0.153 42.196 0.242 53.12 0.105 39.877 0.242
911278 7187 53.16923 -27.78922 3.0393 0.0418 2 458.47 0.0 -15.676 0.0 41.87 0.4 0.0 0.0 268.9 87.72 -0.0 0.1 1.0 0.0 1.0 0.0 1.0 0.0 41.87 0.174 52.794 0.076 39.209 0.174
941285 3252 53.15725 -27.7573 3.0432 0.0044 2 141.91 42.52 -16.927 0.289 41.87 0.31 0.0 0.0 280.04 52.92 0.13 0.05 1.0 0.0 1.0 0.0 0.681 0.204 42.037 0.187 52.961 0.081 39.718 0.187
1021335 3430 53.18003 -27.80278 3.0589 0.0007 3 47.88 12.41 -17.687 0.169 41.7 0.48 311.12 54.72 139.49 47.03 0.12 0.05 3.15 0.94 0.51 0.22 0.23 0.06 42.338 0.238 53.262 0.103 40.02 0.237
1031336 0 53.16603 -27.81741 3.0575 0.0048 2 138.56 0.0 -16.064 0.0 41.51 0.71 0.0 0.0 309.28 131.18 -0.13 0.16 1.0 0.0 1.0 0.0 0.665 0.0 41.687 0.308 52.611 0.134 39.368 0.309
1041337 3659 53.167 -27.80888 3.0609 0.0023 2 129.21 0.0 -16.172 0.0 41.52 0.76 323.79 307.65 245.85 207.12 0.22 0.09 1.0 0.0 1.0 0.0 0.62 0.0 41.728 0.33 52.652 0.143 39.409 0.33
1061349 2695 53.18075 -27.80187 3.0642 0.0007 3 141.87 49.4 -17.352 0.353 42.03 0.27 369.79 61.68 249.93 73.76 0.1 0.08 0.73 0.35 1.0 0.0 0.681 0.237 42.197 0.191 53.121 0.083 39.878 0.192
1071350 3621 53.16469 -27.81491 3.0628 0.0008 3 4463.7 0.0 -16.741 0.0 43.29 0.06 781.32 39.04 397.56 15.9 0.11 0.01 1.0 0.0 1.0 0.0 1.0 0.0 43.29 0.026 54.214 0.011 39.64 0.026
1081352 2424 53.17341 -27.81048 3.0643 0.0007 2 46.85 16.08 -17.621 0.299 41.66 0.47 555.36 45.05 124.28 68.15 0.09 0.08 0.63 0.26 1.0 0.0 0.225 0.077 42.308 0.252 53.232 0.109 39.989 0.253
1101354 1477 53.17414 -27.8003 3.064 0.001 2 37.93 4.05 -19.551 0.058 42.34 0.21 777.11 83.77 367.69 87.83 0.12 0.08 8.1 0.48 0.36 0.02 0.182 0.019 43.08 0.102 54.004 0.044 40.761 0.102
1111355 0 53.17459 -27.80031 3.0617 0.001 2 84.51 0.0 -17.327 0.0 41.8 0.41 967.72 60.61 330.02 112.74 0.12 0.11 1.0 0.0 1.0 0.0 0.406 0.0 42.191 0.178 53.115 0.077 39.873 0.178
1141364 7339 53.17817 -27.78546 3.0665 0.0048 2 124.79 0.0 -16.123 0.0 41.49 0.81 0.0 0.0 335.22 113.89 0.26 0.08 1.0 0.0 1.0 0.0 0.599 0.0 41.713 0.351 52.637 0.152 39.394 0.352
1151365 2460 53.18248 -27.79406 3.0717 0.0007 3 52.54 17.89 -17.866 0.332 41.81 0.34 429.19 56.57 165.9 38.39 0.06 0.05 1.66 0.26 1.0 0.0 0.252 0.086 42.409 0.209 53.333 0.091 40.09 0.209
1171367 6387 53.14993 -27.78498 3.0816 0.0008 3 146.64 45.87 -17.25 0.315 42.01 0.26 611.07 57.6 231.39 35.16 0.07 0.04 1.0 0.0 1.0 0.0 0.704 0.22 42.162 0.177 53.086 0.077 39.844 0.177
1181371 7193 53.13578 -27.79546 3.0836 0.0041 2 60.86 13.54 -18.252 0.171 42.03 0.36 0.0 0.0 277.73 43.59 0.14 0.05 4.2 1.02 0.91 0.22 0.292 0.065 42.565 0.184 53.489 0.08 40.246 0.184
1211429 0 53.15284 -27.79403 3.0837 0.0053 2 160.55 108.07 -17.109 0.706 41.99 0.36 0.0 0.0 328.97 101.18 -0.17 0.76 1.0 0.0 1.0 0.0 0.771 0.519 42.103 0.331 53.027 0.144 39.784 0.332
1221430 4695 53.14599 -27.77588 3.0857 0.0033 2 88.78 0.0 -16.11 0.0 41.33 0.97 0.0 0.0 148.32 91.6 -0.06 0.14 2.29 1.92 1.0 0.0 0.426 0.0 41.701 0.421 52.625 0.183 39.382 0.421
1231431 6030 53.14272 -27.7726 3.0864 0.0035 2 208.09 0.0 -15.991 0.0 41.66 0.49 0.0 0.0 164.12 58.57 0.11 0.07 1.0 0.0 1.0 0.0 1.0 0.0 41.66 0.213 52.584 0.093 39.342 0.213
1241432 0 53.1857 -27.78855 3.0856 0.0512 2 76.71 0.0 -16.328 0.0 41.36 0.95 0.0 0.0 153.39 114.08 -0.01 0.14 1.0 0.0 1.0 0.0 0.368 0.0 41.794 0.413 52.718 0.179 39.475 0.413
1251433 2104 53.15048 -27.77973 3.0847 0.0058 2 32.71 6.47 -18.084 0.167 41.69 0.29 0.0 0.0 303.07 98.86 0.15 0.1 2.43 0.21 0.23 0.1 0.157 0.031 42.494 0.152 53.418 0.066 40.175 0.152
1261434 2679 53.14546 -27.77464 3.0845 0.0045 2 57.55 15.6 -17.282 0.147 41.62 0.54 0.0 0.0 282.57 86.79 -0.02 0.12 5.19 0.74 0.29 0.09 0.276 0.075 42.179 0.263 53.103 0.114 39.86 0.262
1281436 1113 53.16994 -27.76833 3.0875 0.0039 3 0.65 0.42 -20.57 0.022 40.98 1.49 0.0 0.0 301.74 19.09 0.13 0.22 8.21 0.2 0.23 0.01 0.003 0.002 43.503 0.709 54.427 0.308 41.167 0.705
1291437 1931 53.16478 -27.76153 3.0887 0.0032 3 43.99 7.49 -18.596 0.101 42.02 0.33 0.0 0.0 234.92 39.02 0.19 0.04 3.55 0.45 0.78 0.09 0.211 0.036 42.696 0.161 53.62 0.07 40.377 0.161
1301438 5027 53.1557 -27.76218 3.0882 0.0062 1 137.53 0.0 -16.245 0.0 41.58 0.36 0.0 0.0 156.05 133.24 0.07 0.23 1.78 0.78 1.0 0.0 0.66 0.0 41.76 0.156 52.684 0.068 39.442 0.156
1331460 6905 53.14303 -27.79988 3.0978 0.0049 3 52.82 4.19 -19.451 0.06 42.45 0.13 0.0 0.0 374.53 27.8 0.14 0.02 9.02 1.6 0.18 0.02 0.254 0.02 43.045 0.066 53.969 0.029 40.727 0.066
1351467 7131 53.13511 -27.79227 3.1002 0.0036 3 42.9 7.9 -18.452 0.144 41.96 0.29 0.0 0.0 244.33 37.1 0.13 0.04 3.75 0.36 0.23 0.07 0.206 0.038 42.646 0.149 53.57 0.065 40.328 0.149
1361468 1226 53.1622 -27.81578 3.0998 0.0142 2 6.27 1.23 -20.211 0.029 41.82 0.45 0.0 0.0 260.28 132.05 0.06 0.15 1.58 0.15 0.28 0.07 0.03 0.006 43.343 0.214 54.267 0.093 41.023 0.213
1411508 1959 53.17126 -27.81214 3.1098 0.0006 2 40.23 7.16 -18.433 0.113 41.92 0.33 400.83 29.8 216.11 60.18 0.18 0.06 3.48 0.29 0.21 0.07 0.193 0.034 42.634 0.162 53.558 0.07 40.315 0.163
1431516 3136 53.1451 -27.79325 3.1102 0.0009 2 85.37 41.36 -17.054 0.484 41.7 0.42 522.27 87.75 188.12 129.06 -0.02 0.15 1.31 0.61 1.0 0.0 0.41 0.199 42.087 0.279 53.011 0.121 39.769 0.278
1491586 2726 53.17139 -27.7848 3.134 0.0008 2 60.99 13.91 -17.982 0.189 41.92 0.34 445.98 66.89 358.32 105.48 0.15 0.08 6.99 1.19 0.33 0.07 0.293 0.067 42.453 0.178 53.377 0.077 40.135 0.178
1511588 3475 53.15385 -27.79168 3.1509 0.0147 3 16.17 7.43 -17.452 0.219 41.13 0.95 0.0 0.0 307.14 27.19 0.02 0.03 1.88 0.56 0.25 0.35 0.078 0.036 42.238 0.459 53.162 0.199 39.921 0.459
1521589 7169 53.12831 -27.78866 3.1525 0.0008 3 161.72 14.95 -17.643 0.015 42.21 0.21 556.71 62.51 188.03 30.18 0.14 0.03 2.03 0.29 0.46 0.13 0.776 0.072 42.32 0.1 53.244 0.043 40.001 0.1
1531590 4089 53.15874 -27.79398 3.1557 0.0034 3 71.8 43.13 -16.803 0.599 41.52 0.53 0.0 0.0 168.31 27.45 0.06 0.03 0.61 0.43 1.0 0.0 0.345 0.207 41.982 0.348 52.906 0.151 39.664 0.348
1541591 0 53.1284 -27.78943 3.1535 0.0008 2 238.22 80.68 -17.291 0.353 42.24 0.2 538.26 56.78 241.78 62.64 0.08 0.07 1.0 0.0 1.0 0.0 1.0 0.0 42.24 0.087 53.164 0.038 39.863 0.171
1551592 4754 53.16958 -27.80293 3.1528 0.0054 2 39.5 23.12 -16.953 0.398 41.32 1.05 0.0 0.0 339.92 131.4 0.04 0.2 0.5 0.28 1.0 0.0 0.19 0.111 42.041 0.522 52.965 0.227 39.723 0.522
1561593 0 53.15955 -27.79562 3.154 0.0047 2 32.68 18.04 -17.451 0.465 41.44 0.79 0.0 0.0 306.22 110.18 -0.04 0.14 1.0 0.0 1.0 0.0 0.157 0.087 42.244 0.419 53.168 0.182 39.926 0.418
1571594 2821 53.15002 -27.77631 3.1653 0.0006 1 111.71 32.22 -17.48 0.277 41.98 0.3 336.86 18.79 230.62 47.82 0.12 0.05 1.0 0.0 1.0 0.0 0.536 0.155 42.251 0.181 53.175 0.079 39.932 0.181
1591596 6198 53.18622 -27.77617 3.1683 0.186 1 36.75 0.0 -16.593 0.0 41.14 1.77 0.0 0.0 171.89 130.88 0.26 0.15 1.0 0.0 1.0 0.0 0.176 0.0 41.894 0.77 52.818 0.335 39.575 0.768
1601597 4755 53.16144 -27.79845 3.1721 0.0026 3 213.88 0.0 -16.118 0.0 41.72 0.36 0.0 0.0 127.61 48.67 0.12 0.05 0.78 0.96 1.0 0.0 1.0 0.0 41.72 0.156 52.644 0.068 39.39 0.156
1611598 4842 53.15912 -27.78844 3.1687 0.0068 2 90.53 0.0 -16.46 0.0 41.48 0.84 0.0 0.0 284.53 115.39 0.15 0.12 1.0 0.0 1.0 0.0 0.435 0.0 41.842 0.364 52.766 0.158 39.523 0.365
1621599 7191 53.15519 -27.8152 3.1748 0.0007 3 181.66 30.97 -17.866 0.166 42.35 0.17 447.99 30.46 160.2 19.21 0.08 0.02 2.63 0.42 0.53 0.14 0.872 0.149 42.409 0.105 53.333 0.046 40.091 0.105
1631601 0 53.18093 -27.80275 3.1681 0.0076 1 81.19 0.0 -16.338 0.0 41.39 0.92 0.0 0.0 315.45 164.46 0.16 0.15 1.0 0.0 1.0 0.0 0.39 0.0 41.799 0.4 52.723 0.174 39.48 0.4
1641602 0 53.15251 -27.80403 3.1763 0.0006 3 492.76 0.0 -16.182 0.0 42.11 0.29 350.76 32.98 259.58 32.9 0.21 0.03 1.0 0.0 1.0 0.0 1.0 0.0 42.11 0.126 53.034 0.055 39.417 0.126
1651603 7119 53.13272 -27.79503 3.1755 0.0009 2 37.18 6.58 -18.656 0.104 41.97 0.34 476.71 84.08 238.57 86.38 0.17 0.08 2.07 0.13 0.56 0.06 0.178 0.032 42.72 0.167 53.644 0.073 40.4 0.166
1661604 0 53.13464 -27.7949 3.1789 0.0045 1 94.24 0.0 -16.154 0.0 41.38 0.81 0.0 0.0 32.71 333.88 0.1 10.0 1.0 0.0 1.0 0.0 0.452 0.0 41.725 0.352 52.649 0.153 39.406 0.352
1681607 1657 53.14169 -27.79974 3.1768 0.0008 2 18.57 2.93 -19.137 0.093 41.87 0.3 713.6 45.61 302.45 112.95 0.11 0.12 3.55 0.25 0.51 0.05 0.089 0.014 42.921 0.147 53.845 0.064 40.601 0.147
1691608 7281 53.1465 -27.77192 3.1818 0.0008 2 51.77 21.84 -17.291 0.325 41.57 0.68 546.02 57.39 426.18 103.51 0.21 0.07 1.34 0.38 1.0 0.0 0.248 0.105 42.176 0.347 53.1 0.151 39.856 0.347
1731642 0 53.13462 -27.79073 3.1862 0.0104 2 124.79 79.84 -16.121 0.6 41.49 0.73 0.0 0.0 246.82 122.41 0.09 0.14 1.0 0.0 1.0 0.0 0.599 0.383 41.713 0.421 52.637 0.183 39.394 0.421
1741643 7289 53.14626 -27.77934 3.1876 0.0035 2 22.66 12.23 -17.457 0.311 41.28 1.05 0.0 0.0 210.32 109.91 0.25 0.1 1.0 0.0 1.0 0.0 0.109 0.059 42.243 0.512 53.167 0.223 39.925 0.512
1751644 0 53.17668 -27.78394 3.1873 0.0008 3 931.35 0.0 -16.428 0.0 42.48 0.17 676.59 55.27 296.84 47.03 0.05 0.05 1.0 0.0 1.0 0.0 1.0 0.0 42.48 0.074 53.404 0.032 39.511 0.074
1761645 2563 53.19075 -27.78951 3.1904 0.0024 2 64.46 22.31 -17.503 0.33 41.75 0.37 0.0 0.0 93.25 72.98 0.14 0.07 1.0 0.0 1.0 0.0 0.309 0.107 42.26 0.22 53.184 0.096 39.941 0.22
1781649 0 53.17621 -27.77882 3.1877 0.0226 2 499.4 0.0 -16.425 0.0 42.21 0.33 0.0 0.0 407.03 129.46 0.05 0.41 1.0 0.0 1.0 0.0 1.0 0.0 42.21 0.143 53.134 0.062 39.512 0.143
1791650 6488 53.16486 -27.76526 3.1877 0.001 2 1104.88 0.0 -16.514 0.0 42.59 0.16 795.96 71.36 395.85 86.14 0.12 0.07 1.0 0.0 1.0 0.0 1.0 0.0 42.59 0.069 53.514 0.03 39.547 0.069
1821653 4188 53.15927 -27.80725 3.1937 0.0026 1 70.9 28.38 -16.844 0.354 41.53 0.53 0.0 0.0 106.46 216.73 -0.22 0.21 1.09 0.5 1.0 0.0 0.34 0.136 41.999 0.288 52.923 0.125 39.679 0.289
1831654 6399 53.18017 -27.7728 3.195 0.0022 1 23.61 0.0 -16.309 0.0 40.84 2.6 0.0 0.0 98.49 172.06 -0.25 0.14 1.0 0.0 1.0 0.0 0.113 0.0 41.787 1.129 52.711 0.491 39.467 1.129
1851656 2983 53.18655 -27.78503 3.2124 0.0054 2 54.61 26.21 -17.347 0.407 41.62 0.68 0.0 0.0 270.47 70.51 0.08 0.09 0.71 0.35 1.0 0.0 0.262 0.126 42.202 0.361 53.126 0.157 39.883 0.361
1881661 1446 53.12551 -27.78823 3.2341 0.0051 3 15.98 1.88 -19.852 0.049 42.09 0.25 0.0 0.0 315.54 55.11 0.13 0.06 9.11 0.54 0.49 0.02 0.077 0.009 43.204 0.12 54.128 0.052 40.886 0.12
1901667 3329 53.14316 -27.79687 3.2434 0.0029 3 152.02 54.3 -16.941 0.354 41.9 0.32 0.0 0.0 179.19 39.6 0.16 0.05 0.99 0.71 1.0 0.0 0.73 0.261 42.037 0.208 52.961 0.09 39.718 0.208
1911668 4049 53.18574 -27.77445 3.2475 0.008 2 99.1 0.0 -16.092 0.0 41.38 0.9 0.0 0.0 51.78 173.95 0.06 0.13 1.0 0.0 1.0 0.0 0.476 0.0 41.702 0.391 52.626 0.17 39.384 0.391
1941682 0 53.15183 -27.80918 3.2551 0.0032 2 92.7 0.0 -16.232 0.0 41.4 0.85 0.0 0.0 193.66 95.24 -0.02 0.23 1.0 0.0 1.0 0.0 0.445 0.0 41.752 0.369 52.676 0.16 39.433 0.369
1951683 0 53.1682 -27.81547 3.2542 0.0194 2 73.9 0.0 -16.259 0.0 41.31 1.21 0.0 0.0 348.03 165.84 0.0 0.33 1.0 0.0 1.0 0.0 0.355 0.0 41.76 0.525 52.684 0.228 39.441 0.526
1981748 7301 53.16643 -27.80791 3.2596 0.0061 2 124.97 42.94 -16.903 0.318 41.8 0.41 0.0 0.0 304.09 80.85 0.18 0.11 1.07 0.56 1.0 0.0 0.6 0.206 42.022 0.232 52.946 0.101 39.703 0.232
1991749 1583 53.17266 -27.79955 3.2581 0.0114 2 12.42 2.68 -19.243 0.08 41.73 0.47 0.0 0.0 398.21 108.62 0.09 0.1 1.99 0.13 0.67 0.05 0.06 0.013 42.952 0.225 53.876 0.098 40.636 0.225
2001750 2974 53.18199 -27.80042 3.2608 0.0119 2 109.34 32.04 -17.182 0.269 41.85 0.35 0.0 0.0 229.41 64.3 0.04 0.08 1.0 0.0 1.0 0.0 0.525 0.154 42.13 0.198 53.054 0.086 39.811 0.198
2011751 0 53.16734 -27.8087 3.262 0.0044 2 15.53 6.84 -17.803 0.178 41.25 0.94 0.0 0.0 142.51 139.1 0.17 0.16 10.71 2.88 0.2 0.0 0.075 0.033 42.375 0.451 53.299 0.196 40.059 0.451
2021752 7037 53.17887 -27.79954 3.2608 0.1174 2 15.12 2.55 -19.504 0.062 41.92 0.37 0.0 0.0 402.55 115.71 0.08 0.22 12.22 4.19 0.42 0.05 0.073 0.012 43.057 0.176 53.981 0.076 40.74 0.177
2041755 1769 53.17458 -27.77786 3.2794 0.0035 2 30.62 5.33 -18.594 0.09 41.87 0.35 0.0 0.0 240.48 73.76 0.26 0.06 1.91 0.16 0.47 0.09 0.147 0.026 42.703 0.17 53.627 0.074 40.384 0.17
2051756 5472 53.14907 -27.79545 3.2878 0.0031 2 46.22 0.0 -15.939 0.0 40.98 2.75 0.0 0.0 190.09 97.35 0.08 0.13 1.0 0.0 1.0 0.0 0.222 0.0 41.634 1.193 52.558 0.519 39.315 1.195
2071758 7123 53.18651 -27.79462 3.2993 0.0008 3 146.27 20.96 -18.645 0.135 42.57 0.16 595.39 50.12 209.38 11.41 0.15 0.01 1.69 0.25 0.6 0.11 0.702 0.101 42.724 0.093 53.648 0.04 40.405 0.093
2081759 1756 53.17815 -27.79018 3.2999 0.0008 3 60.45 8.25 -18.785 0.107 42.24 0.22 558.93 40.1 308.61 36.68 0.17 0.04 1.45 0.11 0.4 0.08 0.29 0.04 42.778 0.112 53.702 0.049 40.459 0.112
2091760 4510 53.18362 -27.792 3.3011 0.0009 2 299.94 0.0 -16.589 0.0 42.05 0.29 382.22 91.97 221.26 78.71 0.16 0.09 1.0 0.0 1.0 0.0 1.0 0.0 42.05 0.126 52.974 0.055 39.573 0.126
2101762 2176 53.1689 -27.81103 3.3048 0.0033 2 16.17 5.56 -18.348 0.164 41.49 0.71 0.0 0.0 171.53 107.14 0.23 0.12 4.63 0.57 0.44 0.07 0.078 0.027 42.598 0.343 53.522 0.149 40.281 0.343
2111763 0 53.15112 -27.8105 3.3076 0.0033 2 73.25 0.0 -16.546 0.0 41.43 0.88 0.0 0.0 216.87 87.34 -0.24 0.12 1.0 0.0 1.0 0.0 0.352 0.0 41.883 0.383 52.807 0.166 39.565 0.382
2121764 7227 53.1574 -27.81178 3.3043 0.0009 2 18.55 5.9 -17.928 0.198 41.38 0.6 747.31 45.11 175.34 91.46 -0.04 0.12 1.0 0.0 1.0 0.0 0.089 0.028 42.431 0.294 53.355 0.128 40.112 0.295
2191788 0 53.19562 -27.78282 3.325 0.0007 3 1439.41 0.0 -16.569 0.0 42.73 0.12 168.37 51.76 275.1 17.25 0.23 0.02 1.0 0.0 1.0 0.0 1.0 0.0 42.73 0.052 53.654 0.023 39.572 0.052
2201789 0 53.12749 -27.78498 3.3187 0.0008 3 63.91 8.13 -18.941 0.098 42.32 0.21 544.62 56.63 337.96 55.38 0.18 0.05 1.61 0.25 0.62 0.12 0.307 0.039 42.833 0.106 53.757 0.046 40.514 0.107
2211790 7203 53.14167 -27.78456 3.3245 0.0006 3 138.79 36.47 -17.879 0.27 42.24 0.18 351.36 19.59 169.28 26.56 0.1 0.03 0.6 0.2 1.0 0.0 0.666 0.175 42.417 0.138 53.341 0.06 40.098 0.138
2221791 7365 53.14157 -27.77703 3.3201 0.0098 2 60.1 17.22 -17.554 0.214 41.74 0.48 0.0 0.0 317.47 68.77 0.18 0.2 0.59 0.47 1.0 0.0 0.288 0.083 42.281 0.243 53.205 0.106 39.961 0.243
2231792 4393 53.12961 -27.78483 3.3265 0.0007 2 261.17 0.0 -16.124 0.0 41.81 0.46 354.17 33.9 113.35 119.75 0.28 0.09 0.54 0.48 1.0 0.0 1.0 0.0 41.81 0.2 52.734 0.087 39.393 0.2
2241793 7199 53.15928 -27.7609 3.3288 0.0007 3 254.36 71.03 -17.006 0.271 42.15 0.28 484.77 29.98 150.91 178.07 -0.43 0.04 1.0 0.0 1.0 0.0 1.0 0.0 42.15 0.122 53.074 0.053 39.745 0.172
2251794 3481 53.1623 -27.76608 3.3238 0.0066 2 75.32 26.92 -17.047 0.28 41.64 0.57 0.0 0.0 252.24 81.37 -0.02 0.17 1.0 0.0 1.0 0.0 0.362 0.129 42.081 0.292 53.005 0.127 39.763 0.292
2261795 7229 53.18792 -27.78481 3.3284 0.0007 2 47.52 13.05 -18.067 0.214 41.85 0.44 387.33 42.64 34.58 547.28 0.13 0.3 4.57 1.29 0.3 0.0 0.228 0.063 42.492 0.226 53.416 0.098 40.173 0.225
2271796 7238 53.14662 -27.77949 3.3235 0.0055 3 104.06 47.99 -17.358 0.47 41.9 0.35 0.0 0.0 338.43 53.06 0.12 0.05 1.44 0.44 1.0 0.0 0.499 0.23 42.202 0.251 53.126 0.109 39.883 0.251
2281797 6486 53.14731 -27.77338 3.324 0.004 2 92.01 0.0 -16.454 0.0 41.49 0.76 0.0 0.0 201.84 84.22 0.17 0.1 1.0 0.0 1.0 0.0 0.442 0.0 41.845 0.33 52.769 0.143 39.526 0.33
2301799 2522 53.13326 -27.78966 3.3266 0.0008 3 89.01 21.09 -17.95 0.22 42.07 0.28 511.2 61.86 260.35 33.56 0.11 0.04 4.7 1.52 0.19 0.11 0.427 0.101 42.44 0.159 53.364 0.069 40.121 0.159
2331802 0 53.16283 -27.77185 3.3232 0.0009 3 2964.33 0.0 -16.546 0.0 43.03 0.13 675.4 51.98 371.24 112.94 0.2 0.09 1.0 0.0 1.0 0.0 1.0 0.0 43.03 0.056 53.954 0.024 39.558 0.056
2341804 1445 53.14603 -27.79158 3.33 0.0052 3 41.03 3.25 -19.702 0.05 42.44 0.15 0.0 0.0 375.59 22.49 0.17 0.04 3.01 0.1 0.6 0.03 0.197 0.016 43.146 0.074 54.07 0.032 40.827 0.074
